timestamp_ns,center_x,center_y,bbox_x,bbox_y,bbox_w,bbox_h,bbox_area,score,class_id,manual_vx,manual_vy
16024344593883,1567.881,485.375,1543.161,460.122,49.440,50.506,2497.013,0.90950,0,0.46000,0.02000
16024512332145,1567.614,485.782,1542.753,460.408,49.721,50.747,2523.208,0.91092,0,0.46000,0.02000
16024845251237,1567.305,485.455,1542.149,459.768,50.313,51.374,2584.810,0.90463,0,0.47000,0.01000
16025111639900,1567.488,485.000,1542.564,459.850,49.848,50.301,2507.381,0.85911,2,0.46000,0.02000
16025580213832,1567.332,485.389,1541.938,460.343,50.787,50.093,2544.081,0.90232,0,0.45000,0.02000
16025946278689,1567.744,484.243,1542.544,459.102,50.400,50.281,2534.195,0.85012,2,0.46000,0.03000
16026113956860,1568.044,484.634,1543.023,459.225,50.043,50.817,2543.005,0.86397,2,0.46000,0.03000
16026513934984,1567.365,485.725,1542.433,460.614,49.864,50.223,2504.292,0.90926,0,0.47000,0.02000
16026981031784,1567.576,484.874,1542.159,459.334,50.834,51.081,2596.663,0.91045,0,0.46000,0.02000
16027381075355,1567.372,485.764,1542.273,460.345,50.200,50.837,2552.023,0.90814,0,0.46000,0.02000
16027549411983,1567.441,485.314,1542.508,460.358,49.865,49.912,2488.881,0.90557,0,0.45000,0.02000
16037691929613,1577.894,414.630,1552.180,388.866,51.427,51.528,2649.927,0.88528,0,0.48000,-0.06000
16037859111394,1578.510,414.722,1553.031,389.147,50.958,51.150,2606.530,0.87787,0,0.48000,-0.06000
16037958908066,1578.132,414.577,1552.484,388.685,51.297,51.785,2656.406,0.88109,0,0.48000,-0.06000
16038127056943,1578.231,414.414,1552.676,388.786,51.109,51.255,2619.589,0.87555,0,0.48000,-0.06000
16038825437795,1578.348,414.796,1552.382,388.818,51.933,51.956,2698.246,0.84038,2,0.48000,-0.06000
16039092979478,1578.731,415.118,1552.452,389.034,52.558,52.168,2741.846,0.87561,0,0.48000,-0.06000
16039260911231,1578.954,414.839,1553.080,389.093,51.748,51.491,2664.577,0.87912,0,0.48000,-0.06000
16041895571962,1578.813,415.002,1552.598,389.048,52.432,51.907,2721.587,0.87786,0,0.48000,-0.06000
